name,rank,functions,structural_material,status,city,city_locode,start,completed,floors_above,height,longitude,latitude,dem
299 Park Avenue,375,office,steel,COM,New York City,NYC,1965,1967,42,174.9600067139,-73.974281311,40.7560310364,
2nd and Pine,950,residential,concrete,UC,Seattle,SEA,2015,2017,39,134.1000061035,-122.3397293091,47.6106796265,
3 Columbus Circle,1696,office,steel,COM,New York City,NYC,2008,2011,26,102,-73.9822235107,40.7668609619,
3 Empire State Plaza,1872,government,steel,COM,Albany,ALB,,1973,23,94.4899978638,-73.7609710693,42.650390625,
3 Hudson Boulevard,26,residential \/ office,composite,UC,New York City,NYC,2016,2019,66,315.1600036621,-74.0012817383,40.7559509277,
3 Manhattan West,157,residential \/ retail,concrete,UCT,New York City,NYC,2015,2017,64,214,-73.9988708496,40.7523193359,
3 World Trade Center,20,office,composite,STO,New York City,NYC,2010,2018,80,328.8800048828,-74.0115737915,40.7108688354,
30 Broad Street,402,office,steel,COM,New York City,NYC,1931,1932,48,171,-74.0116729736,40.7062187195,
30 East 31st Street,737,residential,concrete,UC,New York City,NYC,2016,2018,42,146.0899963379,-73.9839401245,40.7455101013,
30 Hudson Street,87,office,steel,COM,Jersey City,JEC,2001,2004,42,238.0500030518,-74.0337524414,40.7129096985,
30 Hudson Yards,11,office,steel\/concrete,UC,New York City,NYC,2014,2019,73,386.6099853516,-74.000831604,40.7540206909,
30 Park Place,42,residential \/ hotel,concrete,UCT,New York City,NYC,2008,2016,67,285.6000061035,-74.0090789795,40.7127494812,
30 South Wacker,554,office,concrete,COM,Chicago,CHI,1982,1983,40,158.5,-87.6377563477,41.8808708191,
30-02 Queens Boulevard,1411,residential,concrete,UC,New York City,NYC,2015,2018,33,114,-73.9373092651,40.7483100891,
300 Ashland,1483,residential \/ Museum,concrete,UCT,New York City,NYC,2014,2016,32,110.9000015259,-73.9784927368,40.6862716675,
300 Capitol Mall,2129,office,steel,COM,Sacramento,SAC,,1984,18,80.7699966431,-121.5040206909,38.5787200928,
300 East 39th Apartments,2017,residential,concrete,COM,New York City,NYC,1999,2001,27,87.5,-73.9732971191,40.7475509644,
300 Madison Avenue,368,office,steel,COM,New York City,NYC,2001,2003,38,175.2599945068,-73.9800796509,40.7526702881,
300 North LaSalle,86,office,composite,COM,Chicago,CHI,2006,2009,60,239.1199951172,-87.6331710815,41.8882217407,
300 North Meridian,1167,office,concrete,COM,Indianapolis,IND,1988,1989,28,124.3600006104,-86.1583633423,39.7715911865,
300 South Wacker,921,office,concrete,COM,Chicago,CHI,,1971,36,135.6399993897,-87.6371688843,41.8776397705,
300 West 6th Street,1770,office,concrete,COM,Austin,AUS,2000,2002,23,99.9700012207,-97.7456970215,30.2691802979,
3000 Town Center,1206,office,steel,COM,Southfield,SFJ,,1975,32,122.3799972534,-83.2462997437,42.4780082703,
301 East 50th Street,1635,residential,concrete,COM,New York City,NYC,2013,2015,29,104.25,-73.9680862427,40.7550201416,
303 5th Avenue,2113,office,masonry,COM,New York City,NYC,,1910,20,81.6900024414,-73.9854888916,40.7465209961,
310 West 40th Street,1207,hotel,concrete,UC,New York City,NYC,2015,2016,42,122.25,-73.9916992188,40.7561607361,
311 South Wacker Drive,38,office,concrete,COM,Chicago,CHI,1988,1990,65,292.9200134277,-87.635559082,41.8773918152,
315 on A,2269,residential,concrete,COM,Boston,BOS,2012,2014,20,68.5800018311,-71.048210144,42.348651886,
315 West 36th Street,2158,office,steel,COM,New York City,NYC,1926,1927,16,79.5500030518,-73.9933700562,40.7540397644,
3150 North Lake Shore Drive,1661,residential,concrete,COM,Chicago,CHI,,1963,38,103.3300018311,-87.6388702393,41.9388999939,
320 South Boston Building,1239,office,steel,COM,Tulsa,TUL,,1928,22,121.9000015259,-95.9898300171,36.1532211304,
323 10th Avenue,1057,residential,concrete,UC,New York City,NYC,2015,2017,35,129.3999938965,-74.0019073486,40.7513504028,
325 5th Avenue,786,residential,concrete,COM,New York City,NYC,2004,2006,42,143.5599975586,-73.9849014282,40.7473106384,
325 LEX,1284,residential,concrete,COM,New York City,NYC,2012,2015,31,119.7900009155,-73.9773788452,40.7491989136,
33 Arch Street,694,office,steel,COM,Boston,BOS,2001,2004,33,149.0500030518,-71.0581893921,42.3561897278,
33 Beekman Street,1341,residential,concrete,COM,New York City,NYC,2013,2015,34,117,-74.0057907104,40.7104187012,
33 New Montgomery,1345,office,steel,COM,San Francisco,SFO,,1986,21,116.5,-122.4014129639,37.7886009216,
33 North LaSalle,740,office,steel,COM,Chicago,CHI,1928,1930,38,146,-87.6321792603,41.8828887939,
33 Park Avenue Tower 2,2380,residential,concrete,UC,Jersey City,JEC,,,44,,-74.0445327759,40.7134399414,
33 South 6th Street,197,office,concrete,COM,Minneapolis,MES,1981,1983,52,203.5800018311,-93.2729797363,44.9782295227,
33 West Monroe,1406,office,steel,COM,Chicago,CHI,,1980,29,114.3000030518,-87.6288299561,41.8803710938,
330 Madison Avenue,424,office,steel,COM,New York City,NYC,1963,1964,41,169.169998169,-73.9795074463,40.7533302307,
3300 North Central Avenue,1533,office,steel,COM,Phoenix,PHX,,1980,27,108.5,-112.0743103027,33.4869804382,
333 Bush Street,669,residential \/ office,steel,COM,San Francisco,SFO,,1986,43,150.8800048828,-122.4030303955,37.7906417847,
333 Market Building,780,office,steel,COM,San Francisco,SFO,,1979,33,144,0,0,
333 North Michigan,1261,office,steel,COM,Chicago,CHI,1927,1928,34,120.6999969482,-87.6241378784,41.8879585266,
333 Wacker Drive,699,office,steel,COM,Chicago,CHI,1981,1983,36,148.5700073242,-87.6360473633,41.886100769,
340 Fremont Street,947,residential,concrete,UC,San Francisco,SFO,2014,2016,40,134.1000061035,-122.3930130005,37.7870903015,
340 on the Park,194,residential,concrete,COM,Chicago,CHI,2005,2007,64,204.8999938965,-87.6186904907,41.8847694397,
3400 Montrose,1783,residential,concrete,UC,Houston,HOU,2014,2016,30,99.4000015259,-95.391708374,29.7421703339,
345 California Center,166,hotel \/ office,steel,COM,San Francisco,SFO,,1986,48,211.8399963379,-122.4004516602,37.7926292419,
345 Park Avenue,242,office,steel,COM,New York City,NYC,,1969,44,193.25,-73.9723815918,40.7577781677,
35 East Wacker Drive,542,office,steel,COM,Chicago,CHI,1925,1927,40,159.4100036621,-87.6267623901,41.8865318298,
350 West 40th Street,1633,hotel,concrete,UCT,New York City,NYC,2014,2016,35,104.25,-73.9927902222,40.7566490173,
353 North Clark,264,office,composite,COM,Chicago,CHI,2006,2009,44,189.9900054932,-87.6302032471,41.8888893127,
35XV Residences,1697,residential \/ education,concrete\/steel,COM,New York City,NYC,2012,2015,25,102,-73.9948501587,40.737651825,
36 East Seventh Street,1809,office,concrete,COM,Cincinnati,CVG,,1989,26,98,-84.5125198364,39.1041297913,
360 Condominiums,351,residential,concrete,COM,Austin,AUS,2006,2008,45,177.1000061035,-97.7496490479,30.2672996521,
360 State Street,1936,residential,composite,COM,New Haven,HVN,2008,2010,31,91.4400024414,-72.9232406616,41.305431366,
3601 Market Street,1877,residential,concrete,COM,Philadelphia,PHL,,2015,28,94.3000030518,-75.1946182251,39.9567184448,
3630 Peachtree Road,798,residential,concrete,COM,Atlanta,ATL,2007,2009,40,142.9499969482,-84.3586196899,33.8544998169,
3737 Chestnut,2037,residential \/ office,concrete,COM,Philadelphia,PHL,2013,2015,26,86,-75.1979370117,39.955329895,
375 Hudson Street,2301,office,steel,COM,New York City,NYC,1987,1989,19,64,-74.0079116821,40.7285614014,
38 Sixth Avenue,2282,residential,concrete,UC,New York City,NYC,2015,2017,23,66.4499969482,-73.9744110107,40.6818618774,
383 Madison Avenue,105,office,steel,COM,New York City,NYC,1999,2001,47,230.25,-73.9766921997,40.7555389404,
386 Park Avenue South,2152,office,steel,COM,New York City,NYC,,1927,20,79.8600006104,-73.9847717285,40.7430305481,
388 Bridge Street,331,residential,concrete,COM,New York City,NYC,2012,2014,51,179.8300018311,-73.9855880737,40.6916503906,
388 Market Street,1407,residential \/ office,steel,COM,San Francisco,SFO,,1985,26,114.3000030518,-122.3981704712,37.7922286987,
390 Madison Avenue,1198,office,steel,UC,New York City,NYC,2015,,32,122.8499984741,-73.9776306152,40.7558517456,
399 Fremont,1232,residential,concrete,UC,San Francisco,SFO,2014,2016,42,121.9000015259,-122.3920211792,37.7872314453,
4 East Elm Street,1935,residential,concrete,UCT,Chicago,CHI,2014,2016,24,91.5899963379,-87.6283569336,41.9034004211,
4 Empire State Plaza,1872,government,steel,COM,Albany,ALB,,1974,23,94.4899978638,-73.7616195679,42.6497497559,
4 Midtown,1563,residential,concrete,COM,Miami,MIA,2005,2008,33,106.6999969482,-80.1923675537,25.8080101013,
4 Times Square,75,office,steel,COM,New York City,NYC,1996,1999,48,246.5399932861,-73.9858016968,40.7559394836,
4 World Trade Center,36,office,composite,COM,New York City,NYC,2008,2014,65,297.7300109863,-74.0121765137,40.710319519,
40 Rector Street,2200,office,steel,COM,New York City,NYC,,1920,18,76.8099975586,-74.0148010254,40.7086906433,
400 East Ohio Street,612,residential,concrete,COM,Chicago,CHI,,1982,50,154,-87.6173782349,41.8928489685,
400 Lincoln Square,837,office,composite,UC,Bellevue,BVE,2014,2017,31,140.1999969482,-122.2007904053,47.614238739,
400 North LaSalle,860,residential,concrete,COM,Chicago,CHI,2003,2005,45,138.4299926758,-87.6330490112,41.8897209167,
400 Park Avenue South,763,residential,concrete,COM,New York City,NYC,2012,2015,42,144.9799957275,-73.98462677,40.7433509827,
400 Record Street,2115,office,steel,COM,Dallas,DAL,,1984,16,81.6900024414,-96.8057937622,32.7765693665,
400 West Market,453,office,composite,COM,Louisville,LUI,1991,1992,35,167.3399963379,-85.7571334839,38.2549514771,
401 East Ontario Street,572,residential,concrete,COM,Chicago,CHI,,1990,51,156.9700012207,-87.6167373657,41.8932914734,
410 Building,1693,office,steel\/concrete,COM,Denver,DEN,1977,1978,24,102.0999984741,-104.988861084,39.7440490723,
412 West 15th Street,2093,office,concrete,UC,New York City,NYC,2014,2017,18,82.5999984741,-74.0060577393,40.7419204712,
414 Water Street,1629,residential,concrete,COM,Baltimore,BAL,2006,2008,33,104.75,-76.6092224121,39.2888183594,
420 5th Avenue,1291,office,steel,COM,New York City,NYC,1988,1989,30,119.1800003052,-73.9832763672,40.7507514954,
420 East Ohio,1218,residential,concrete,COM,Chicago,CHI,,1990,41,122,-87.6165008545,41.892780304,
420 West 42nd Street,1234,residential,concrete,COM,New York City,NYC,,2001,41,121.9000015259,-73.9939193726,40.7584686279,
425 5th Avenue,272,residential,concrete,COM,New York City,NYC,2001,2003,55,188.3399963379,-73.9823303223,40.7510414124,
425 Market Street,541,office,steel,COM,San Francisco,SFO,,1973,38,159.6999969482,-122.3981018066,37.7912216187,
425 Park Avenue,64,office,composite,UC,New York City,NYC,2015,2018,42,258.1199951172,-73.9710998535,40.7604598999,
43 Exchange Place,1780,office,steel,COM,New York City,NYC,1902,1903,25,99.6699981689,-74.0103683472,40.7061195374,
432 Park Avenue,6,residential,concrete,COM,New York City,NYC,2011,2015,85,425.5,-73.971862793,40.7615585327,
436 Albee Square,1867,residential,concrete,UC,New York City,NYC,2016,,28,94.5,-73.9837417603,40.6907806396,
437 Madison Avenue,589,office,steel,COM,New York City,NYC,,1967,40,156.0599975586,-73.9753570557,40.7574005127,
44 Monroe,1363,residential,concrete,COM,Phoenix,PHX,2006,2008,34,115.8199996948,-112.07472229,33.4505882263,
44 Montgomery,394,office,steel,COM,San Francisco,SFO,1966,1967,43,172.25,-122.4018936157,37.7898712158,
44 Wall Street,1755,office,steel,COM,New York City,NYC,,1926,22,100.25,-74.0093612671,40.7067909241,
44-26 Purves Street,1326,residential,concrete,UC,New York City,NYC,2015,2017,35,117.6500015259,-73.9412536621,40.7465782166,
45 East 22nd Street,93,residential,concrete,UCT,New York City,NYC,2015,2017,63,236.9799957275,-73.9874801636,40.7400398254,
45 Fremont Center,762,office,steel,COM,San Francisco,SFO,,1979,34,145,-122.3973083496,37.7912712097,
45-40 Center Boulevard,1564,residential,concrete,COM,New York City,NYC,2011,2013,32,106.6999969482,-73.9571533203,40.7480010986,
45-45 Center Boulevard,1296,residential,concrete,COM,New York City,NYC,2011,2013,40,118.9000015259,-73.9561004639,40.7480888367,
450 Lexington Avenue,391,office,steel,COM,New York City,NYC,1988,1991,38,173.1300048828,-73.9753417969,40.7532806396,
455 North Park Drive \u2013 Loews Chicago Hotel,460,residential \/ hotel,concrete,COM,Chicago,CHI,2012,2015,49,166.5700073242,-87.6191329956,41.8900718689,
46-10 Center Boulevard,2393,residential,concrete,COM,New York City,NYC,2012,2014,25,,-73.9568634033,40.7474403381,
46-15 Center Boulevard,1224,residential,concrete,COM,New York City,NYC,2011,2013,41,121.919998169,-73.9559783936,40.7472381592,
461 Dean Street,1601,residential,steel,UCT,New York City,NYC,2013,2016,32,105.7699966431,-73.9755020142,40.6819915771,
47 East 34th Street,894,residential,concrete,COM,New York City,NYC,,2009,36,137.1600036621,-73.9821395874,40.747718811,
480 Main Street,2123,residential,concrete,COM,New York City,NYC,2014,2015,21,81,-73.9512405396,40.7593803406,
480 Washington Boulevard,829,office,steel,COM,Jersey City,JEC,2001,2004,32,140.5,-74.0348434448,40.7248687744,
4Marq,1860,residential,concrete,COM,Minneapolis,MES,2014,2015,30,94.9700012207,-93.2689590454,44.9790382385,
5 Greenspoint Place,2210,office,steel,COM,Houston,HOU,,1983,19,76,0,0,
5 Houston Center,1398,office,concrete,COM,Houston,HOU,2000,2003,27,114.5,-95.360786438,29.7548294067,
5 Penn Plaza,1630,office,steel,COM,New York City,NYC,1915,1916,24,104.5500030518,-73.9940109253,40.7519302368,
5 Times Square,367,office,steel,COM,New York City,NYC,2000,2002,40,175.2599945068,-73.9876022339,40.7559089661,
50 Biscayne,430,residential \/ hotel,concrete,COM,Miami,MIA,2005,2007,55,168.8600006104,-80.1877822876,25.7747993469,
50 Broadway,908,office,steel,COM,New York City,NYC,1926,1927,37,136.5500030518,-74.012550354,40.7062988281,
50 California Street,700,office,steel,COM,San Francisco,SFO,,1972,37,148.4400024414,-122.3975601196,37.7941398621,
50 Columbus,1136,residential,concrete,COM,Jersey City,JEC,2005,2007,36,125.9000015259,-74.0392227173,40.7186889648,
50 East Chestnut Street,673,residential,concrete,COM,Chicago,CHI,2005,2008,40,150.7299957275,-87.6261520386,41.8985595703,
50 Fremont Center,312,office,steel,COM,San Francisco,SFO,1983,1985,43,183,-122.3971710205,37.7905082703,
50 United Nations Plaza,456,residential,concrete,COM,New York City,NYC,2012,2015,44,167.0299987793,-73.9683303833,40.7517700195,
50 West,92,residential,concrete,UCT,New York City,NYC,2008,2017,64,237.0599975586,-74.0150604248,40.7077217102,
500 Brickell East Tower,1038,residential,concrete,COM,Miami,MIA,2005,2007,42,129.8500061035,-80.1905975342,25.768289566,
500 Brickell West Tower,1038,residential,concrete,COM,Miami,MIA,2005,2007,42,129.8500061035,-80.191192627,25.768409729,
500 Broadway Building,2044,office,concrete,COM,St. Louis,STL,1969,1970,22,85.8300018311,-90.1878509521,38.6296081543,
500 Fifth Avenue,163,office,steel,COM,New York City,NYC,1930,1931,59,212.4499969482,-73.981048584,40.7538909912,
500 North Lake Shore Drive,659,residential,concrete,COM,Chicago,CHI,2011,2013,47,151.4900054932,-87.6147766113,41.8914985657,
500 West Fifth Street,1746,office,steel,COM,Winston-Salem,INT,1978,1980,21,100.5899963379,-80.2493133545,36.09897995,
5000 Montrose Boulevard,2215,residential,concrete,COM,Houston,HOU,,1981,22,75,-95.3913879395,29.7283706665,
5000 Town Center,1768,residential,concrete,COM,Southfield,SFJ,,1984,33,99.9800033569,-83.2425308228,42.4795303345,
504 Broadway,2372,office,steel,COM,Gary,GYY,,1927,10,43.2799987793,-87.337600708,41.6018600464,
505 5th Avenue,1143,office,concrete,COM,New York City,NYC,2004,2006,26,125.2699966431,-73.9804077148,40.7535591125,
505 8th Avenue,2023,office,steel,COM,New York City,NYC,,1926,25,87.1999969482,-73.9931488037,40.7531318665,
505 LaGuardia Place,1848,residential,concrete,COM,New York City,NYC,,1966,31,95.6999969482,-73.9989471436,40.7271614075,
505 Montgomery,1055,office,steel,COM,San Francisco,SFO,,1988,24,129.5,-122.4034118652,37.7939796448,
505 West 37th Street East Tower,781,residential,concrete,COM,New York City,NYC,2007,2010,43,143.8699951172,-73.9978866577,40.757068634,
505 West 37th Street West Tower,1383,residential,concrete,COM,New York City,NYC,2007,2008,34,115,-73.998588562,40.7571487427,
509 West 38th Street,1466,residential,concrete,UC,New York City,NYC,2015,2017,30,111.9000015259,-73.9980316162,40.7576789856,
510 Madison,875,office,steel,COM,New York City,NYC,2007,2010,31,137.8699951172,-73.9748077393,40.7597198486,
515 Park Avenue,512,residential,concrete,COM,New York City,NYC,,1999,43,162,-73.9691390991,40.7632293701,
519 8th Avenue,1827,office,steel,COM,New York City,NYC,,1927,24,97.5,-73.9929199219,40.7534408569,
52 East 4th Street,2303,residential,concrete,COM,New York City,NYC,,2009,15,64,-73.9912490845,40.7265396118,
52 East End Avenue,1146,residential,concrete,COM,New York City,NYC,,1987,40,125,-73.9470596313,40.7723007202,
520 Madison Avenue,363,office,concrete\/steel,COM,New York City,NYC,1980,1982,43,175.8699951172,-73.9743881226,40.7602806091,
520 Park Avenue,88,residential,concrete,UC,New York City,NYC,2015,2018,54,237.919998169,-73.9702987671,40.7636985779,
520 Pike Tower,1507,office,steel,COM,Seattle,SEA,,1983,29,109.7300033569,-122.3350219727,47.611328125,
520 West 28th,2375,residential,concrete,UCT,New York City,NYC,2014,2017,11,41.1500015259,-74.0029373169,40.7510490417,
525 Hawthorne,2027,residential,concrete,COM,Chicago,CHI,1968,1970,31,86.8700027466,-87.6422424316,41.9444313049,
525 West Monroe Street,1741,office,concrete,COM,Chicago,CHI,,1983,25,100.5899963379,-87.6404800415,41.8801612854,
53 West 53rd,22,residential,composite,UC,New York City,NYC,2015,2018,77,320.0400085449,-73.9781799316,40.7618103027,
530 North Lake Shore Drive,1772,residential,concrete,COM,Chicago,CHI,2001,2003,29,99.8700027466,-87.6148605347,41.8921318054,
535 5th Avenue,995,office,steel,COM,New York City,NYC,,1926,36,131.6799926758,-73.9793624878,40.7547607422,
535 Carlton Avenue,2331,residential,concrete,UCT,New York City,NYC,2015,2016,18,58.7999992371,-73.9707565308,40.6810493469,
535 Mission Street,1375,office,composite,COM,San Francisco,SFO,2008,2015,26,115.3700027466,-122.3981399536,37.788898468,
53rd at Third,872,office,steel,COM,New York City,NYC,1983,1986,34,138.0800018311,-73.9689102173,40.757938385,
